x,predicted,response.level,group,facet
Talents,0.3772159726667268,International,Female,Western Europe
Talents,0.17895519903220114,International,Female,ZAF
Talents,0.26551535356580735,Non mobile,Male,Sub-Saharan Africa
Talents,0.3031723454498682,Non mobile,Male,Australia and New Zealand
Talents,0.5119913773961966,Non mobile,Male,BRA
Talents,2.7506422509591105e-8,Non mobile,Male,Central Asia
Talents,0.5146388095694228,Non mobile,Male,CHN
Talents,0.3989071583923401,Non mobile,Male,Eastern Asia
Talents,0.38869511732235634,Non mobile,Male,Eastern Europe
Talents,0.2938857340733458,Non mobile,Male,Latin America and the Caribbean
Talents,2.411393823398146e-6,Non mobile,Male,Melanesia
Talents,0.29092535571409,Non mobile,Male,Northern Africa
Talents,0.3042882229749969,Non mobile,Male,Northern America
Talents,0.46099281311654494,Non mobile,Male,Northern Europe
Talents,0.36335258522305386,Non mobile,Male,South-eastern Asia
Talents,0.5170766463654203,Non mobile,Male,Southern Asia
Talents,0.5165699715974894,Non mobile,Male,Southern Europe
Talents,0.2792805635375553,Non mobile,Male,USA
Talents,0.24832779235468483,Non mobile,Male,Western Asia
Talents,0.32740657156751296,Non mobile,Male,Western Europe
Talents,0.2577608603032596,Non mobile,Male,ZAF
Talents,0.15447058645471734,Both,Male,Sub-Saharan Africa
Talents,0.20437067903584763,Both,Male,Australia and New Zealand
Talents,0.06374347323360945,Both,Male,BRA
Talents,0.6564137617126882,Both,Male,Central Asia
Talents,0.12471068744142591,Both,Male,CHN
Talents,0.09417295431477445,Both,Male,Eastern Asia
Talents,0.11839565889891317,Both,Male,Eastern Europe
Talents,0.2033566664384551,Both,Male,Latin America and the Caribbean
Talents,2.9713413108574866e-7,Both,Male,Melanesia
Talents,0.23135286455143866,Both,Male,Northern Africa
Talents,0.15439089242745777,Both,Male,Northern America
Talents,0.08201320199223369,Both,Male,Northern Europe
Talents,0.23047077978369315,Both,Male,South-eastern Asia
Talents,0.09660193808991387,Both,Male,Southern Asia
Talents,0.06409663240489392,Both,Male,Southern Europe
Talents,0.12928260530795446,Both,Male,USA
Talents,0.18627795257064342,Both,Male,Western Asia
Talents,0.15176696170709572,Both,Male,Western Europe
Talents,0.18803066291923307,Both,Male,ZAF
Talents,0.10336825038237245,Internal,Male,Sub-Saharan Africa
Talents,0.16678499893685766,Internal,Male,Australia and New Zealand
Talents,0.18814094204692947,Internal,Male,BRA
Talents,3.134576688915867e-13,Internal,Male,Central Asia
Talents,0.15675788386858364,Internal,Male,CHN
Talents,0.32949950607741796,Internal,Male,Eastern Asia
Talents,0.07400238861434896,Internal,Male,Eastern Europe
Talents,0.13423840874678286,Internal,Male,Latin America and the Caribbean
Talents,2.3820602160227812e-7,Internal,Male,Melanesia
Talents,0.09497898351998271,Internal,Male,Northern Africa
Talents,0.13466376283334452,Internal,Male,Northern America
Talents,0.08273116644053773,Internal,Male,Northern Europe
Talents,0.0675819218854559,Internal,Male,South-eastern Asia
Talents,0.11310805327664143,Internal,Male,Southern Asia
Talents,0.14724198930086643,Internal,Male,Southern Europe
Talents,0.4606548366394524,Internal,Male,USA
Talents,0.1740770772084676,Internal,Male,Western Asia
Talents,0.1922873037825166,Internal,Male,Western Europe
Talents,0.0721166792679,Internal,Male,ZAF
Talents,0.47664580959710284,International,Male,Sub-Saharan Africa
Talents,0.3256719765774265,International,Male,Australia and New Zealand
Talents,0.23612420732326453,International,Male,BRA
Talents,0.3435862107805758,International,Male,Central Asia
Talents,0.20389261912056772,International,Male,CHN
Talents,0.1774203812154674,International,Male,Eastern Asia
Talents,0.4189068351643815,International,Male,Eastern Europe
Talents,0.36851919074141626,International,Male,Latin America and the Caribbean
Talents,0.9999970532660238,International,Male,Melanesia
Talents,0.3827427962144887,International,Male,Northern Africa
Talents,0.4066571217642009,International,Male,Northern America
Talents,0.3742628184506836,International,Male,Northern Europe
Talents,0.33859471310779704,International,Male,South-eastern Asia
Talents,0.27321336226802434,International,Male,Southern Asia
Talents,0.2720914066967502,International,Male,Southern Europe
Talents,0.13078199451503772,International,Male,USA
Talents,0.3913171778662041,International,Male,Western Asia
Talents,0.3285391629428747,International,Male,Western Europe
Talents,0.4820917975096072,International,Male,ZAF
Talents,0.9952158751046486,Non mobile,Unknown,Sub-Saharan Africa
Talents,0.5595735590805463,Non mobile,Unknown,Australia and New Zealand
Talents,0.8542659270883843,Non mobile,Unknown,BRA
Talents,0.9999965595345796,Non mobile,Unknown,Central Asia
Talents,0.7349288013045351,Non mobile,Unknown,CHN
Talents,0.686065105711714,Non mobile,Unknown,Eastern Asia
Talents,0.9447482965068477,Non mobile,Unknown,Eastern Europe
Talents,0.4581814265025339,Non mobile,Unknown,Latin America and the Caribbean
Talents,0.8871128888868525,Non mobile,Unknown,Melanesia
